question_no	pdf_page	source_label	preview
561	564	i.vi.ii.ii.i.i.ii.iii.ii)1994 数二	i.vi.ii.ii.i.i.ii.iii.ii)1994 数二 求微分方程 y + a 2y = sinx 的通解, 其中常数 a > 0. 大观严选题 —— 澄潇宇 第 561 页，共 767 页
562	565	i.vi.ii.ii.i.ii.iv.i)1991 数二;880 第六章综合填空 6	(a.f .b.b.a.b.d) 非齐次项为两个函数相加 i.vi.ii.ii.i.ii.iv.i)1991 数二;880 第六章综合填空 6 求微分方程 y + y = x + cosx 的通解. 大观严选题 —— 澄潇宇 第 562 页，共 767 页
563	566	i.vi.ii.ii.ii.i.i.i.i)2000 数一	(1.6.2.2.2) 二阶变系数 (数一二) i.vi.ii.ii.ii.i) 二阶可降解 (a.f .b.b.b.a.a) 不显含 y i.vi.ii.ii.ii.i.i.i.i)2000 数一 微分方程 xy + 3y  = 0 的通解为 _____ 大观严选题 —— 澄潇宇 第 563 页，共 767 页
564	567	i.vi.ii.ii.ii.ii.i.i.ii)2007 数二	i.vi.ii.ii.ii.ii.i.i.ii)2007 数二 求微分方程 y x+y ′2  = y  满足初始条件 y1 = y  1 = 1 的特解. 大观严选题 —— 澄潇宇
565	568	i.vi. ii. ii. ii. ii. ii. iii)2026 数二	i.vi. ii. ii. ii. ii. ii. iii)2026 数二 求微分方程 x 2y - 2xy - y   2 = 0x>2 满足 y x=3 = 1 2
566	569	i. vi. ii. ii. ii. ii. i. ii. i)2002 数一二	(a.f .b.b.b.a.b) 不显含 x i. vi. ii. ii. ii. ii. i. ii. i)2002 数一二 微分方程 yy + y ′2 = 0 满足初始条件 y x=0 = 1, y   x=0 =
567	570	(a.f .b.b.b.b.a)2021 数一 (仅数学一)	i.vi.ii.ii.ii.ii) 欧拉方程 (a.f .b.b.b.b.a)2021 数一 (仅数学一) 欧拉方程 x 2y + xy - 4y = 0 满足条件 y1 = 1,y  1 = 2 的解为 _____. 大观严选题 —— 澄潇宇 第 567 页，共 767 页
568	571	(a.f .b.b.b.b.b)2024 数二	(a.f .b.b.b.b.b)2024 数二 设 yx 为微分方程 x 2y + xy - 9y = 0 满足条件 y x=1 = 2, y   x=1 = 6 的解. (I) 利用变换 x = e t将上述方程化为常系数线性方程, 并求 yx ;
569	572	(a.f .b.b.b.c.a)2003 数一二	i.vi.ii.ii.ii.iii) 反函数 (a.f .b.b.b.c.a)2003 数一二 设函数 y = yx 在 -∞,+∞ 内具有二阶导数, 且 y  ≠ 0,x = x y 是 y = yx 的反函数. (1) 试将 x = x y 所满足的微分方程 d 2x dy
570	573	(a.f .b.b.b.d.a)2005 数二	i.vi.ii.ii.ii.iv) 三角换元 (a.f .b.b.b.d.a)2005 数二 用变量代换 x = cost0<t<π 化简微分方程 1-x 2  y - xy + y = 0, 并求其满足 y x=0 = 1, y 
571	574	(a.f .b.b.b.e.a)1998 数二	i. vi.ii.ii.iv.) 其他 (a.f .b.b.b.e.a)1998 数二 利用代换 y = u cosx 将方程 ycosx - 2y
572	575	(a.f .b.b.b.e.b)2016 数二	(a.f .b.b.b.e.b)2016 数二 已知 y1 x = e x ,y2 x = ux e
573	576	(1.6.2.3.1)1987 数一	a.f .b.c) 高阶常系数线性微分方程 (1.6.2.3.1)1987 数一 求微分方程 y + 6y + 9+a 2  y  = 1 的通解, 其中常数 a > 0. 大观严选题 —— 澄潇宇
574	577	(1.6.2.3.2)2021 数二	(1.6.2.3.2)2021 数二 微分方程 y - y = 0 的通解为 _____大观严选题 —— 澄潇宇 第 574 页，共 767 页
575	578	(1.6.2.3.3)2022 数二	(1.6.2.3.3)2022 数二 微分方程 y - 2y + 5y  = 0 的通解为 yx = _____. 大观严选题 —— 澄潇宇 第 575 页，共 767 页
576	579	(1.6.3.1.1)2016 数一	1.6.3.已知解反求微分方程 (逆问题) a.f .c.a) 一阶 (1.6.3.1.1)2016 数一 (3) 若 y = 1+x 2  2- 1+x 2
577	580	(1.6.3.1.2)2016 数二	(1.6.3.1.2)2016 数二 以 y = x 2- e x与 y = x 2为特解的一阶非齐次线性微分方程为 _____ 大观严选题 —— 澄潇宇 第 577 页，共 767 页
578	581	(1.6.3.2.1)2015 数一	a.f .c.b) 二阶 (1.6.3.2.1)2015 数一 (2) 设 y = 1 2 e
579	582	(1.6.3.2.2)2019 数二三	(1.6.3.2.2)2019 数二三 4.已知微分方程 y + ay + by = cex的通解为 y = C1+C2  x e-x+ e x , 则 a,b,c 依次为 A. 1,0,1. B. 1,0,2. C. 2,1,3. D. 2,1,4. 大观严选题 —— 澄潇宇 第 579 页，共 767 页
580	583	(1.6.3.2.3)2001 数一;26 版 660 数一二三第 83 题	(1.6.3.2.3)2001 数一;26 版 660 数一二三第 83 题 (1) 设 y = e x C1 sinx+C2  cosx (C1 ,C2为任意常数) 为某二阶常系数齐次线性微分方程的通解，则该 方程为 _____ 大观严选题 —— 澄潇宇
581	584	(1.6.3.2.4)2009 数一;880 第六章综合选择 2	(1.6.3.2.4)2009 数一;880 第六章综合选择 2 (10) 若二阶常系数线性齐次微分方程 y + ay + by = 0 的通解为 y = C1+C2  x e x , 则非齐次方程 y + ay + by = x 满足条件 y0 = 2,y  0 = 0 的解为 y = _____. 大观严选题 —— 澄潇宇 第 581 页，共 767 页
582	585	(1.6.3.2.5)1997 数二;26 版 1000 第十五章基础 18;26 版 660 数一二三第 82 题	(1.6.3.2.5)1997 数二;26 版 1000 第十五章基础 18;26 版 660 数一二三第 82 题 (5) 已知 y1 = xex+ e 2x ,y2 = xex+ e-x ,y3 = xex+ e 2x- e-x是某二阶非齐次线性微分方程的三个解, 求
583	586	(1.6.3.3.1)2000 数二;26 版 660 数一二三第 221 题	a.f .c.c) 三阶及以上 (1.6.3.3.1)2000 数二;26 版 660 数一二三第 221 题 (5) 具有特解 y1 = e-x ,y2 = 2xe-x ,y3 = 3ex的三阶常系数齐次线性微分方程是 ( ). A. y - y - y  + y = 0 B. y + y - y
584	587	(1.6.3.3.2)2008 数一二;26 版 660 数二第 609 题	(1.6.3.3.2)2008 数一二;26 版 660 数二第 609 题 (3) 在下列微分方程中，以 y = C1e x+ C2cos2x + C3 sin2x C1 ,C2  ,C3 为任意常数) 为通解的是 ( ). A. y + y - 4y  - 4y = 0 B. y + y + 4y
585	588	(1.6.4.1.1)2018 数一	1.6.4.处理微分方程解 a.f .d.a) 微分方程解的有界性、奇偶性、周期性 (1.6.4.1.1)2018 数一 已知微分方程 y  + y = f x ，其中 f x 是 R 上的连续函数. (I) 若 f x = x, 求方程的通解; (II) 若 f x 是周期为 T 的函数, 证明: 方程存在唯一的以 T 为周期的解. 大观严选题 —— 澄潇宇
586	589	(1.6.4.1.2)2023 数一二三	(1.6.4.1.2)2023 数一二三 (2) 若微分方程 y + ay + by = 0 的解在 (-∞， +∞) 上有界，则 ( ) A. a < 0,b > 0. B. a > 0,b > 0. C. a = 0,b > 0. D. a = 0,b < 0. 大观严选题 —— 澄潇宇 第 586 页，共 767 页
587	590	(1.6.4.2.1)2022 数一数三	a.f .d.b) 微分方程解的极限及渐近线 (1.6.4.2.1)2022 数一数三 【例 4.7】 (2022, 数一、三) 设 y = yx 为微分方程 y  + 1 2 x
588	591	(1.6.4.3.1)2008 数二	a.f .d.c) 微分方程解的导数 (1.6.4.3.1)2008 数二 设函数 y = yx 由参数方程 x=xt , y= t20 ln  1+u du
589	592	(1.6.4.4.1)2012 数一二三	a.f .d.d) 微分方程解的凹凸区间、极值、拐点 (1.6.4.4.1)2012 数一二三 已知函数 f x 满足方程 f  x + f  x - 2f x = 0 及 f  x + f x = 2ex . (I) 求 f x 的表达式;
590	593	(1.6.4.4.2)2019 数一	(1.6.4.4.2)2019 数一 设函数 yx 是微分方程 y  + xy = e￾x 22 满足条件 y0 = 0 的特解. (I) 求 yx ;(II) 求曲线 y = yx 的凹凸区间及拐点. 大观严选题 —— 澄潇宇 第 590 页，共 767 页
591	594	(1.6.4.5.1)2021 数二	a.f .d.e) 微分方程解的切法线 (1.6.4.5.1)2021 数二 设 y = yx x>0 满足微分方程 xy - 6y =-6, 且满足 y 3 = 10, (I) 求 yx ; (II) 设 P 为曲线 y = yx 上的一点, 曲线 y = yx 在点 P 的法线在 y 轴上的截距为 IP , 为使 Ip最小, 求 P 的坐标. 大观严选题 —— 澄潇宇 第 591 页，共 767 页
592	595	(1.6.4.6.1)2016 数一	a.f .d.f) 微分方程解的反常积分 (1.6.4.6.1)2016 数一 设函数 yx 满足方程 y + 2y  + ky = 0, 其中 0 < k < 1. (I) 证明: 反常积分 +∞ 0 y
593	596	(1.6.4.6.2)2020 数一	(1.6.4.6.2)2020 数一 设函数 f x 满足 f  x + af  x + f x = 0a>0 , 且 f 0 = m,f  0 = n, 则 +∞ 0 f  x dx = ____. 大观严选题 —— 澄潇宇
594	597	(1.6.4.6.3)2020 数三	(1.6.4.6.3)2020 数三 设函数 y = f x 满足 y + 2y  + 5y = 0, 且 f 0 = 1,f  0 =-1. (I) 求 f x 的表达式; (II) 设 an = +∞ nπ
595	598	(1.6.4.6.4)2025 数二	(1.6.4.6.4)2025 数二 3.如果对微分方程 y - 2ay + a+2 y = 0 任一解 yx , 反常积分 +∞ 0 y  x dx 均收敛, 则 a 的 取值范围为 ( )
596	599	(1.6.5.1.1)2002 数二	1.6.5.以各种形式给出微分方程 a.f .e.a) 极限 (1.6.5.1.1)2002 数二 已知函数 f x 在 0,+∞ 内可导, f x > 0, limx→+∞ f x = 1, 且满足 lim h→0
597	600	(1.6.5.2.1)2001 数二	a.f .e.b) 含导数等式 (1.6.5.2.1)2001 数二 设函数 f x ,gx 满足 f  x = gx ,g  x = 2ex- f x , 且 f 0 = 0,g0 = 2, 求 π 0 gx 
598	601	(1.6.5.2.2)2003 数三	(1.6.5.2.2)2003 数三 设 Fx = f x gx , 其中函数 f x ,gx 在 -∞,+∞ 内满足以下条件: f  x = gx ,g  x = f x , 且 f 0 = 0,f x + gx = 2ex . (1) 求 Fx 所满足的一阶微分方程； (2) 求出 Fx 的表达式. 大观严选题 —— 澄潇宇
599	602	(1.6.5.2.3)2010 数二	(1.6.5.2.3)2010 数二 设函数 y = f x 由参数方程 x=2t+t2 , y=ψt   t>-1   所确定, 其中 ψt 具有 2 阶导数, 且 ψ1 =
600	603	(1.6.5.3.1)1998 数一二	a.f .e.c) 导数定义 (1.6.5.3.1)1998 数一二 (3) 已知函数 y = yx 在任意点 x 处的增量 Δy = yΔx 1+x 2 + α, 且当 Δx → 0 时, α 是 Δx 的高阶无穷小, y0 = π, 则 y1 等于 ( )
601	604	(1.6.5.3.2)2018 数三	(1.6.5.3.2)2018 数三 【例 4.1】 (2018，数三) 设 f x 满足 f x+Δx - f x = 2xf x Δx + oΔx Δx→0 , 且 f 0 = 2,则 f 1 = _____. 大观严选题 —— 澄潇宇 第 601 页，共 767 页
602	605	(1.6.5.4.1)1998 数二;880 第六章综合解答 19	a.f .e.d) 导数应用 (切法线、曲率) (1.6.5.4.1)1998 数二;880 第六章综合解答 19 设 y = yx 是一向上凸的连续曲线, 其上任意一点 x,y 处的曲率为 1 1+ y   2 , 且此曲线上点
603	606	(1.6.5.4.2)2009 数二	(1.6.5.4.2)2009 数二 设 y = yx 是区间 -π,π 内过点 - π 2 , π 2
604	607	(1.6.5.4.3)2011 数二	(1.6.5.4.3)2011 数二 设函数 yx 具有二阶导数, 且曲线 l:y = yx 与直线 y = x 相切于原点.记 α 为曲线 l 在点 x,y 处切 线的倾角, 若 dα dx = dy
605	608	(1.6.5.4.4)2017 数二	(1.6.5.4.4)2017 数二 设 yx 是区间 0, 3 2  内的可导函数, 且 y1 = 0.点 P 是曲线 l:y = yx 上的任意一点, l 在点 P 处的 切线与 y 轴相交于点 0,Y  P , 法线与 x 轴相交于点 XP  ,0 .若 XP = YP , 求 l 上点的坐标 x,y 满足的方
606	609	(1.6.5.4.5)2023 数二	(1.6.5.4.5)2023 数二 设曲线 L:y = yx x>e 经过点 e 2  ,0 ,L 上任一点 Px,y 到 y 轴的距离等于该点处的切线在 y 轴上 的截距. (1) 求 yx ; (2) 在 L 上求一点，使该点处的切线与两坐标轴所围三角形的面积最小，并求此最小面积. 大观严选题 —— 澄潇宇
607	610	(1.6.5.5.1)2007 数二	a.f .e.e) 变限积分 (1.6.5.5.1)2007 数二 设 f x 是区间 0, π 4  
608	611	(1.6.5.5.2)2016 数三	(1.6.5.5.2)2016 数三 设函数 f x 连续, 且满足 x0 f  x-t dt = x0 x-t  
609	612	(1.6.5.6.1)2009 数三	a.f .e.f) 定积分应用 (面积体积) (1.6.5.6.1)2009 数三 设曲线 y = f x , 其中 f x 是可导函数, 且 f x > 0.已知曲线 y = f x 与直线 y = 0,x = 1 及 x = tt>1 所围成的曲边梯形绕 x 轴旋转一周所得的立体体积值是该曲边梯形面积值的 πt 倍,求该曲线 的方程. 大观严选题 —— 澄潇宇 第 609 页，共 767 页
610	613	(1.6.5.6.2)2020 数二	(1.6.5.6.2)2020 数二 设函数 f x 可导, 且 f  x > 0.曲线 y = f x x≥0 经过坐标原点 O, 其上任意一点 M 处的切线与 x 轴交于 T, 又 MP 垂直 x 轴于点 P.已知由曲线 y = f x , 直线 MP 以及 x 轴所围图形的面积与 ΔMTP 的 面积之比恒为 3:2, 求满足上述条件的曲线的方程. 大观严选题 —— 澄潇宇 第 610 页，共 767 页
611	614	(1.6.5.7.1)2014 数一二三	a.f .e.g) 多元微分 (1.6.5.7.1)2014 数一二三 设函数 f u 具有二阶连续导数,z = f e x  cosy 满足 ∂ 2
612	615	(1.6.5.7.2)2025 数一	(1.6.5.7.2)2025 数一 18.(本题满分 12 分) 已知函数 f u 在区间 0,+∞ 内具有 2 阶导数, 记 gx,y = f x  y  , 若 gx,y 满 足 x 2 ∂
613	616	(1.6.5.7.3)2026 数一	(1.6.5.7.3)2026 数一 设 f u 在区间 0,+∞ 内具有 3 阶连续导数, 且存在可微函数 Fx,y 使得 Fx,y = f xy  x 2y
614	617	(1.6.5.8.1)2011 数三	a.f .e.h) 二重积分 (1.6.5.8.1)2011 数三 设函数 f x 在区间 0,1 上具有连续导数, f 0 = 1, 且满足 Dt f   x+y dxdy = Dt f  t dxdy, 其中 Dt = {x,y ∣ 0 ≤ y ≤ t - x,0 ≤ x ≤ t∣ 0<t≤1 .求 f x 的表达式. 大观严选题 —— 澄潇宇 第 614 页，共 767 页
615	618	(1.6.5.9.1)2003 数二	a.f .e.i) 物理及实际应用 (选做) (1.6.5.9.1)2003 数二 有一平底容器, 其内侧壁是由曲线 x = φ y  y≥0 绕 y 轴旋转而成的旋转曲面 (如图), 容器的底面圆 的半径为 2m.根据设计要求, 当以 3m3 /min 的速率向容器内注入液体时, 液面的面积将以 πm2 /min 的
616	619	(1.6.5.9.2)2015 数二	(1.6.5.9.2)2015 数二 已知高温物体置于低温介质中, 任一时刻该物体温度对时间的变化率与该时刻物体和介质的温差成 正比.现将一初始温度为 120°C 的物体在 20°C 恒温介质中冷却, 30min 后该物体温度降至 30°C, 若要 将该物体的温度继续降至 21°C, 还需冷却多长时间. 大观严选题 —— 澄潇宇 第 616 页，共 767 页
617	620	i.vii.i.i.i.i.i.i.i)1999 数一	七、级数 1.7.1.数项级数 a.g.a.a) 具体 (1.7.1.1.1 正项级数 i.vii.i.i.i.i) 比较 (a.g.a.a.a.a.a) 一般形式 i.vii.i.i.i.i.i.i.i)1999 数一 设 an =
618	621	i.vii.i.i.i.i.ii.i) 张宇 1000 基础 1	(a.g.a.a.a.a.b) 极限形式 i.vii.i.i.i.i.ii.i) 张宇 1000 基础 1 1.设 p 为常数, 若级数 ∞ n=1  n+1- n p
619	622	i.vii.i.i.i.i.ii.ii.ii)1998 江苏竞赛	i.vii.i.i.i.i.ii.ii.ii)1998 江苏竞赛 【例 7.1】 (江苏省高等数学竞赛题, 1998 年) 下列级数收敛的是 ( ). A. ∞ n=2 1 ln3 n  B. ∞
620	623	【例 7.2】下列级数发散的是 ( ). A. ∞	i.vii.i.i.i.i.ii.iii) 姜真题同源 150 【例 7.2】下列级数发散的是 ( ). A. ∞ n=1 1 n 2+
621	624	(a.g.a.a.a.b.a)1988 数三	i. vii. i. i. i. ii) 比值 (a.g.a.a.a.b.a)1988 数三 讨论级数 ∞ n=1 n+1 !
622	625	(a.g.a.a.a.b.b)880 综合选择 3; 李正元例 11.6 - 1	(a.g.a.a.a.b.b)880 综合选择 3; 李正元例 11.6 - 1 (3) 设 a > 0, ∞ n=1 a nn! n
623	626	(a.g.a.a.a.c.a) 姜晓千基础例题;660 数一 334 武基础严选第十章选择 8 ∞	i.vii. i. i. ii. iii) 根值 (a.g.a.a.a.c.a) 姜晓千基础例题;660 数一 334 武基础严选第十章选择 8 ∞ n=1 na n+1  n  a>0 
624	627	(a.g.a.a.a.c.b) 张宇 30 例 16.12	(a.g.a.a.a.c.b) 张宇 30 例 16.12 P421 例 16.12 级数 ∞ n=1 e sin2αn
625	628	(a.g.a.a.a.c.c)880 综合填空 4	(a.g.a.a.a.c.c)880 综合填空 4 limn→∞ 1 n n k=1
626	629	(a.g.a.a.b.a.a)2012 数三; 强化严选第七章 13	(1.7.1.1.2) 交错级数 i.vii.i.i.ii.i) 交错 p 级数 (a.g.a.a.b.a.a)2012 数三; 强化严选第七章 13 (4) 已知级数 ∞ n=1
627	630	(a.g.a.a.b.a.b)660 数一 336	(a.g.a.a.b.a.b)660 数一 336 336 级数 ∞ n=1 -1   n 1 n -
628	631	(a.g.a.a.b.b.a)1992 数一	i.vii. i. i. ii. ii. ii) 三角 (a.g.a.a.b.b.a)1992 数一 级数 ∞ n=1 -1   n 1-cos
629	632	(a.g.a.a.b.b.b)1996 数一;	(a.g.a.a.b.b.b)1996 数一; 设 an > 0n=1,2,⋯ 且 ∞ n=1 an 收敛，常数 λ ∈ 0, π 2
630	633	(a.g.a.a.b.c.a)2025 数三	i.vii.i.i.ii.iii) 对数 (a.g.a.a.b.c.a)2025 数三 3.已知 k 为常数, 则级数 ∞ n=1 -1   n 1
631	634	(a.g.a.a.b.c.b)1995 数一	(a.g.a.a.b.c.b)1995 数一 设 un = -1 n ln 1+ 1 n  
632	635	(a.g.a.a.b.c.c)2015 数三	(a.g.a.a.b.c.c)2015 数三 下列级数中发散的是 ( ) A. ∞ n=1 n 3  n
633	636	(a.g.a.a.b.c.d) 武强化严选第 7 章 4	(a.g.a.a.b.c.d) 武强化严选第 7 章 4 4.设常数 p > 0, 则级数 ∞ n=1 -1 n-1 ln e n+p  
634	637	(a.g.a.a.b.d.a)1987 数一	i.vii.i.i.ii.iv) 拆项 (a.g.a.a.b.d.a)1987 数一 设常数 k > 0，则级数 ∞ n=1 -1   n k+n
635	638	(a.g.a.a.b.d.b)1997 北京竞赛;30 例 16.16	(a.g.a.a.b.d.b)1997 北京竞赛;30 例 16.16 (1) ∞ n=1 -1 n-1  n-lnn ; 2 ∞
636	639	(a.g.a.a.b.e.a)2025 数一	i.vii.i.i.ii.v)sin 型 (a.g.a.a.b.e.a)2025 数一 2.已知级数 (i) ∞ n=1 sin n 3π
637	640	(a.g.a.a.b.e.b)660 数一 331	(a.g.a.a.b.e.b)660 数一 331 331 在如下四个级数 ① ∞ n=1 -1 n-1
638	641	(a.g.a.a.b.e.c)1995 南京大学	(a.g.a.a.b.e.c)1995 南京大学 【例 7.3】 (南京大学,1995 年) 设 un = n+1 π nπ sinx x  dxn=1,2,⋯ , 则级数
639	642	i.vii. i. i. ii.ii)1990 数一设 α 为常数，则级数	(1.7.1.1.3) 任意项级数 i.vii. i. i. ii.ii)1990 数一设 α 为常数，则级数 ∞ n=1 sinnα n
640	643	i. vii. i. i.ii. ii)2016 数三;30 例 16.18	i. vii. i. i.ii. ii)2016 数三;30 例 16.18 (4) 级数 ∞ n=1 1 n -
641	644	(a.g.a.a.d.a.a)2017 数三;30 习题 16.4	(1.7.1.1.4) 泰勒 i.vii. i. i. i. i) 直接展开 (a.g.a.a.d.a.a)2017 数三;30 习题 16.4 (4) 若级数 ∞ n=2
642	645	(a.g.a.a.d.a.b)660 数一 333;30 习题 16.11	(a.g.a.a.d.a.b)660 数一 333;30 习题 16.11 333 级数 ∞ n=1 ln 1+ -1 n  n -
643	646	(a.g.a.a.d.b.a)880 综合解答 1; 强化严选第七章 26	i.vii. i. i. iv. ii) 结合微分方程 (a.g.a.a.d.b.a)880 综合解答 1; 强化严选第七章 26 已知函数 y = yx 满足方程 y  = x + y, 且 y0 = 1, 讨论级数 ∞ n=1
644	647	(a.g.a.b.a.a.a)2006 数一三; 强化严选第七章 9	a.g.a.b) 抽象敛散 (1.7.1.2.1 基本性质 i.vii.i.ii.i.i) 四则运算 (a.g.a.b.a.a.a)2006 数一三; 强化严选第七章 9 若级数 ∞ n=1
645	648	(a.g.a.b.a.a.b)880 基础选择 1; 基础严选第十章选择 9	(a.g.a.b.a.a.b)880 基础选择 1; 基础严选第十章选择 9 (1) 设级数 ∞ n=1 un 与 ∞
646	649	(a.g.a.b.a.b.a)2005 数三;	i.vii. i. ii. i. ii) 加括号 (a.g.a.b.a.b.a)2005 数三; 设 an > 0,n = 1,2, ⋯ , 若 ∞ n=1 an 发散, ∞
647	650	(a.g.a.b.a.b.b)2011 数三; 强化严选第七章 12	(a.g.a.b.a.b.b)2011 数三; 强化严选第七章 12 设 un 是数列, 则下列命题正确的是 ( ) A. 若 ∞ n=1 un 收敛，则
648	651	(a.g.a.b.a.c.a)2003 数三	i. vii. i. ii. i.ii) 所有正 / 负项构成的级数 (a.g.a.b.a.c.a)2003 数三 (3) 设 pn = an+an 2 ,qn =
649	652	(a.g.a.b.a.c.b)660 数一 316	(a.g.a.b.a.c.b)660 数一 316 316 给出以下 4 个命题: ①若 ∞ n=1 an 收敛，则 ∞
650	653	(a.g.a.b.a.d.a)1994 数一三	i. vii. i. ii. i.iv) 绝对条件 (a.g.a.b.a.d.a)1994 数一三 设常数 λ > 0，且级数 ∞ n=1 a
651	654	(a.g.a.b.a.d.b)660 数一 319	(a.g.a.b.a.d.b)660 数一 319 319 设正项级数 ∞ n=0 an 收敛, bn = -1 n ln 1+a  2n , 则
652	655	(a.g.a.b.b.a.a)1998 数一;30 习题 16.9	(1.7.1.2.2) 已知条件的处理 i.vii. i. ii. ii. i) 已知抽象交错发散 (a.g.a.b.b.a.a)1998 数一;30 习题 16.9 设正项数列 an 单调减少, 且 ∞ n=1
653	656	(a.g.a.b.b.b.a)1991 数三	i. vii. i. ii. ii. ii. ii) 已知大小关系 (a.g.a.b.b.b.a)1991 数三 设 0 ≤ an ≤ 1 n n=1,2,⋯ 则下列级数中肯定收敛的是 ( )
654	657	(a.g.a.b.b.b.b)2023 数一三	(a.g.a.b.b.b.b)2023 数一三 (4) 已知 an < bnn=1,2,⋯ .若级数 ∞ n=1 an 与 ∞
655	658	(a.g.a.b.b.b.c)660 数一 318	(a.g.a.b.b.b.c)660 数一 318 318 设有命题 ①若 ∞ n=1 an 收敛，则
656	659	(a.g.a.b.b.b.d)660 数一 326; 基础严选第十章选择 26	(a.g.a.b.b.b.d)660 数一 326; 基础严选第十章选择 26 an和 bn符合下列哪一个条件, 可由 ∞ n=1 an 发散推得 ∞
657	660	i. vii. i. ii. ii. iii. ii. i)2004 数一	i.vii. i. ii. ii.iii) 已知极限 (a.g.a.b.b.c.a) 比较审敛法极限形式 i. vii. i. ii. ii. iii. ii. i)2004 数一 (9) 设 ∞ n=1 an 为正项级数，下列结论中正确的是 ( )
658	661	i.vii. i.ii. ii.ii.ii.ii)2013 数三; 强化严选第七章 14 设 an 为正项数列, 下列选项正确的是 ( )	i.vii. i.ii. ii.ii.ii.ii)2013 数三; 强化严选第七章 14 设 an 为正项数列, 下列选项正确的是 ( ) A. 若 an > an+1 , 则 ∞ n=1 -1   n-1
659	662	i.vii. i. ii. ii. iii. ii. i)2004 数三;30 习题 16.1	(a.g.a.b.b.c.b) 必要条件 i.vii. i. ii. ii. iii. ii. i)2004 数三;30 习题 16.1 (10) 设有下列命题: (1) 若 ∞ n=1 u2n-1+u   2n 收敛，则
660	663	i. vii. i. ii. ii. iii.iii.ii. i)1994 数一; 李正元例 11.25	(a.g.a.b.b.c.c) 与导数结合 i. vii. i. ii. ii. iii.iii.ii. i)1994 数一; 李正元例 11.25 设 f x 在点 x = 0 的某一邻域内具有二阶连续导数, 且 limx→0 f x  x = 0, 证明级数 ∞
661	664	i. vii. i. ii. ii. iii. iii. iii. ii)880 综合选择 6	i. vii. i. ii. ii. iii. iii. iii. ii)880 综合选择 6 (6) 设 f x 有一阶连续导数, 且 limx→0 f x  x = 1,an = f 1 n  
662	665	i.vii. i. ii.iii.ii.i.i)2019 数一	(1.7.1.2.3) 放缩 i.vii. i.ii.iii.i) 有界 (a.g.a.b.c.a.a) 直接给出 i.vii. i. ii.iii.ii.i.i)2019 数一 设 un 是单调增加的有界数列, 则下列级数中收敛的是 ( ) A. ∞ n=1
663	666	i.vii. i. ii.ii.i.ii.i)2009 数一; 强化严选第七章 10	(a.g.a.b.c.a.b) 已知极限 i.vii. i. ii.ii.i.ii.i)2009 数一; 强化严选第七章 10 (4) 设有两个数列 an ,bn ，若 limn→∞ an = 0，则 ( ) A. 当 ∞
664	667	i.vii. i. ii.iii.i.iii.i)880 基础解答 2 - 1	i.vii. i. ii.iii.i.iii.i)880 基础解答 2 - 1 设 ∞ n=1 -1   n-1 ane
665	668	i. vii. i. ii. iii. ii. iii. ii)2019 数三;30 例 16.19	i. vii. i. ii. iii. ii. iii. ii)2019 数三;30 例 16.19 (4) 若 ∞ n=1 nun绝对收敛， ∞
666	669	【例 7.4】下列级数绝对收敛的是 ( ). A. ∞	i.vii. i. ii.iii.i.iii.iii) 姜真题同源 150 【例 7.4】下列级数绝对收敛的是 ( ). A. ∞ n=1 anbn, 其中 ∞ n=1
667	670	(a.g.a.b.c.b.a)1988 数三;30 习题 16.2	i.vii. i. ii.ii.ii) 两个级数都收敛 (a.g.a.b.c.b.a)1988 数三;30 习题 16.2 已知级数 ∞ n=1 a
668	671	(a.g.a.b.c.b.b)1996 数三;880 基础选择 2	(a.g.a.b.c.b.b)1996 数三;880 基础选择 2 下述各选项正确的是 ( ) A. 若 ∞ n=1 u
669	672	(a.g.a.b.c.c.a)2014 数一;30 例 16.10	i.vii. i.ii.iii.iii) 双数列 (a.g.a.b.c.c.a)2014 数一;30 例 16.10 设数列 an ,bn 满足 0 < an < π 2 ,0 < bn <
670	673	i. vii. i. ii. iv. i)2002 数一	(1.7.1.2.4) 级数定义 i. vii. i. ii. iv. i)2002 数一 设 un ≠ 0n=1,2,3,⋯ , 且 limn→∞ n un = 1, 则级数 ∞
671	674	i.vii.i.ii.iv.ii)2016 数一	i.vii.i.ii.iv.ii)2016 数一 已知函数 f x 可导, 且 f 0 = 1,0 < f  x < 1 2 .设数列 xn 满足 xn+1 = f xn n=1,2,⋯ .证明: (I) 级数 ∞
672	675	i.vii. i. ii.iv.iii)1997 数一	i.vii. i. ii.iv.iii)1997 数一 设 a1 = 2,an+1 = 1 2 an+ 1
673	676	(a.g.b.a.a.a.a)880 基础解答 3 - 3 ∞	1.7.2.幂级数 a.g.b.a) 收敛域 (区间) (1.7.2.1.1) 具体 i.vii.ii.i.i.i.i) 常规 (a.g.b.a.a.a.a)880 基础解答 3 - 3 ∞ n=1
674	677	(a.g.b.a.a.a.b) 张宇 1000 强化 29	(a.g.b.a.a.a.b) 张宇 1000 强化 29 幂级数 ∞ n=1 -1   n x 2n+1
675	678	(a.g.b.a.a.a.c)880 基础解答 4 - 1 ∞	(a.g.b.a.a.a.c)880 基础解答 4 - 1 ∞ n=1 x n 2 2  n 大观严选题 —— 澄潇宇
